Block,Trial,Driving Power,Response Time (ms),Correct
2,75,6.4,1642.739862188699,1
2,76,25.6,1186.3131518255477,0
2,77,25.6,1108.250002361466,0
2,78,6.4,1575.8124762237478,1
2,79,25.6,1156.0872436395864,1
2,80,25.6,1184.0808521311085,1
2,81,3.2,1814.308687719423,1
2,82,6.4,1515.7613819923681,1
2,83,25.6,1194.1586978999005,1
2,84,3.2,1758.8374742692463,0
2,85,12.8,1404.5669254916309,1
2,86,12.8,1429.8210319030095,1
2,87,6.4,1588.7872741129722,1
2,88,25.6,1159.337436340599,1
2,89,6.4,1563.0004343354858,1
2,90,25.6,1228.1586543298708,1
2,91,6.4,1594.8357684487996,1
2,92,6.4,1591.6208925763497,1
2,93,12.8,1471.8890223794658,0
2,94,3.2,1790.117063755247,1
2,95,3.2,1768.290698524137,0
2,96,6.4,1522.9686988974252,0
2,97,25.6,1155.2615765025864,0
2,98,25.6,1216.8053190393302,0
2,99,12.8,1396.306750226606,1
2,100,3.2,1875.1391296040376,0
2,101,6.4,1666.9680120318167,1
2,102,3.2,1874.9220075415606,0
2,103,12.8,1384.625933577476,0
2,104,6.4,1620.1071913484386,0
2,105,3.2,1838.4747508988687,0
2,106,3.2,1745.7134991615521,1
2,107,12.8,1278.3356408916825,1
2,108,3.2,1784.4050313177763,1
2,109,12.8,1407.8708829502375,1
2,110,25.6,1105.871290140548,1
2,111,3.2,1810.6848933621943,0
2,112,25.6,1194.7483234405377,1
2,113,12.8,1349.8145705144784,1
2,114,3.2,1829.0451272347048,0
2,115,3.2,1734.91244033322,1
2,116,12.8,1362.0876830879545,1
2,117,12.8,1360.2968257099462,1
2,118,6.4,1585.996442614552,1
2,119,3.2,1789.8723022717377,0
2,120,6.4,1631.596437096098,1
2,121,6.4,1633.839819095338,1
2,122,6.4,1662.0862940105962,0
2,123,12.8,1396.1094243120301,1
2,124,3.2,1776.9073868598223,1
2,125,25.6,1248.4026468625516,1
2,126,6.4,1618.12722835061,1
2,127,25.6,1257.27578199466,0
2,128,6.4,1529.6633313195548,1
2,129,3.2,1804.5022664442329,0
2,130,25.6,1207.8805630674415,0
2,131,6.4,1615.8329463641,1
2,132,25.6,1229.730627142798,1
2,133,3.2,1832.0877009953047,1
2,134,25.6,1203.9984794405086,0
2,135,3.2,1824.6988365150414,1
2,136,25.6,1112.355238638208,1
2,137,25.6,1166.8638069422323,1
2,138,25.6,1163.5581922608985,1
2,139,25.6,1296.5045389854456,1
2,140,12.8,1406.6615273752998,1
2,141,3.2,1819.3763111666797,0
2,142,3.2,1893.1593631591118,0
2,143,3.2,1799.941787175459,0
2,144,3.2,1794.387122014637,0
2,145,12.8,1321.1071598518888,0
2,146,25.6,1206.0838185105547,1
2,147,6.4,1546.0950368643116,1
2,148,6.4,1538.6324239435673,0
2,149,3.2,1755.2079487412673,0
2,150,12.8,1406.1713334617914,0
2,151,25.6,1252.044478396652,0
2,152,3.2,1856.0149605983545,0
2,153,6.4,1663.933771174281,1
2,154,6.4,1631.6015011371765,0
2,155,12.8,1353.005087349137,1
2,156,12.8,1343.7862835021301,1
2,157,25.6,1279.7318080939351,1
2,158,3.2,1752.6342614261364,1
2,159,3.2,1793.2031768134798,0
2,160,12.8,1470.6841186900135,1
2,161,6.4,1462.354653267391,1
2,162,6.4,1641.4366928921854,0
2,163,6.4,1554.8724163741476,0
2,164,25.6,1119.2357593935608,1
2,165,6.4,1677.678377794989,1
2,166,3.2,1766.34980126744,1
2,167,25.6,1166.0254537114074,1
2,168,25.6,1220.2262448347904,1
2,169,25.6,1253.1267895767014,1
2,170,12.8,1494.7542667838572,1
2,171,6.4,1558.2796316216406,1
2,172,12.8,1385.9851125172197,1
2,173,25.6,1154.5260505367985,1
2,174,6.4,1632.3109278800953,1
2,175,3.2,1789.3169415442378,0
2,176,12.8,1421.7455832598223,0
2,177,12.8,1421.0746031398048,0
2,178,12.8,1440.6345427763854,1
2,179,6.4,1633.6448501536015,0
2,180,3.2,1847.2651847260342,1
2,181,12.8,1394.8019651267477,1
2,182,12.8,1331.0546257682158,1
2,183,25.6,1177.460911055836,1
2,184,3.2,1780.2691545391265,1
2,185,6.4,1662.1044737575667,1
2,186,3.2,1795.6332755134727,0
2,187,12.8,1456.4073209615656,0
2,188,25.6,1221.4235692251334,1
2,189,25.6,1247.7763193163169,1
2,190,3.2,1718.0643611759217,0
2,191,6.4,1605.9187374233277,1
2,192,6.4,1651.6063335006293,1
2,193,25.6,1162.0194005067692,1
2,194,25.6,1237.1550473177397,1
2,195,25.6,1076.8019005115198,1
2,196,12.8,1410.5829344676324,1
2,197,3.2,1888.0484280139726,1
2,198,25.6,1199.2985475268385,1
2,199,6.4,1629.0275297161338,1
2,200,3.2,1761.9565187291803,0
3,1,12.8,1250.0210403851122,1
3,2,6.4,1339.4079723920038,1
3,3,12.8,1264.695247871674,1
3,4,6.4,1300.011661952529,1
3,5,12.8,1205.396941391688,1
3,6,6.4,1321.6949201195475,1
3,7,12.8,1199.9566117587506,0
3,8,6.4,1413.3298390107504,1
3,9,12.8,1184.2233392726705,1
3,10,12.8,1220.6623208939045,1
3,11,12.8,1200.869359921375,1
3,12,25.6,953.8903266383962,1
3,13,12.8,1214.626339331827,1
3,14,3.2,1531.446744746706,1
3,15,25.6,1063.0151298829082,1
3,16,6.4,1374.2626312721345,0
3,17,12.8,1161.4307221912607,1
3,18,6.4,1379.4786733765159,1
3,19,6.4,1384.134627679359,1
3,20,3.2,1489.6759606893465,0
3,21,25.6,949.060766833932,1
3,22,12.8,1168.4448473217826,1
3,23,25.6,1012.9832774458457,1
3,24,12.8,1125.6876832035089,1
3,25,3.2,1547.950249150409,1
3,26,3.2,1587.954289204592,1
3,27,3.2,1496.3507392129561,0
3,28,3.2,1487.2610427673308,1
3,29,6.4,1353.674714224225,1
3,30,6.4,1387.5808770118613,1
3,31,6.4,1381.4849424558263,1
3,32,12.8,1151.189320343652,1
3,33,12.8,1172.6723936381252,1
3,34,12.8,1207.3260179942085,1
3,35,12.8,1175.8806690329172,1
3,36,25.6,1064.8111756461458,1
3,37,6.4,1381.2466746665746,1
3,38,6.4,1420.2262161581305,1
3,39,3.2,1568.1416311280489,1
3,40,25.6,988.858228556642,1
3,41,12.8,1301.610454450552,1
3,42,6.4,1392.1923308507037,1
3,43,25.6,1034.953875313704,1
3,44,3.2,1529.4321834841978,0
3,45,25.6,1018.361105382501,1
3,46,6.4,1480.300330654406,1
3,47,12.8,1185.707210614235,1
3,48,12.8,1058.8749098385151,1
3,49,25.6,878.7600089485261,1
3,50,12.8,1216.5168181868426,0
3,51,25.6,1015.4318548514461,1
3,52,12.8,1242.271106143121,1
3,53,25.6,1064.8911721894326,1
3,54,12.8,1187.93897048431,1
3,55,12.8,1177.7170240233484,1
3,56,6.4,1394.3704343635552,1
3,57,3.2,1396.6388535172061,1
3,58,25.6,918.9719353819203,1
3,59,12.8,1145.6840818046574,0
3,60,6.4,1415.4502061515745,1
3,61,25.6,1075.8817386127423,1
3,62,3.2,1555.7219250272387,1
3,63,3.2,1510.9829195209352,0
3,64,3.2,1408.591418624475,1
3,65,6.4,1384.3447125837542,0
3,66,12.8,1172.7272303125394,0
3,67,12.8,1192.7215044003453,1
3,68,3.2,1524.6538531943195,1
3,69,3.2,1512.8268693768307,1
3,70,6.4,1376.1865468251028,1
3,71,25.6,1003.4057051819569,1
3,72,6.4,1391.2195242210237,1
3,73,25.6,918.971623188751,1
3,74,12.8,1235.1563905678229,0
3,75,6.4,1467.4987570378858,1
3,76,25.6,966.1689429785379,0
3,77,3.2,1484.2132434355499,0
3,78,6.4,1368.6378963239615,1
3,79,3.2,1613.8975208494358,0
3,80,25.6,949.9590865170502,1
3,81,6.4,1380.697462785354,0
3,82,25.6,918.4075288002091,1
3,83,3.2,1483.5353151065833,1
3,84,3.2,1423.364649416144,1
3,85,6.4,1342.377975948051,1
3,86,12.8,1149.6315211900835,1
3,87,6.4,1531.1909570870205,1
3,88,6.4,1384.9615795363814,1
3,89,6.4,1482.3320957045778,1
3,90,12.8,1145.3266624621415,1
3,91,6.4,1367.1198206903764,1
3,92,6.4,1504.9510366516495,0
3,93,3.2,1503.3639203592945,1
3,94,12.8,1267.8094875518914,1
3,95,3.2,1428.3832318781997,1
3,96,6.4,1364.2793297667906,1
3,97,25.6,1025.386216324026,1
3,98,3.2,1488.0613203475737,1
3,99,25.6,953.8544676517686,1
3,100,25.6,983.987217461021,1
3,101,12.8,1162.9822238787192,1
3,102,12.8,1206.4400532784555,1
3,103,3.2,1404.7324538953815,1
3,104,25.6,1004.5831217824598,1
3,105,3.2,1499.0900425363218,1
3,106,25.6,1009.4370228982816,0
3,107,6.4,1464.4547747604418,1
3,108,6.4,1382.215918605113,1
3,109,25.6,925.3128460342322,0
3,110,25.6,999.7041698429109,1
3,111,3.2,1603.2180632476482,1
3,112,3.2,1489.112723807829,0
3,113,3.2,1514.2625370666642,1
3,114,25.6,1006.6967675522333,1
3,115,6.4,1404.3621110263514,1
3,116,12.8,1085.8606990141714,1
3,117,12.8,1221.364404295867,1
3,118,6.4,1371.1515922004633,1
3,119,25.6,1055.4088981928005,1
3,120,12.8,1228.7534676150312,1
3,121,12.8,1113.2974390164572,1
3,122,6.4,1354.4949797459233,1
3,123,12.8,1267.2758673831552,1
3,124,3.2,1585.3979108069318,1
3,125,6.4,1421.965716191133,1
3,126,25.6,1095.8699722376855,1
3,127,12.8,1212.2474678224,1
3,128,6.4,1414.9492623428375,1
3,129,25.6,1004.9394133145727,1
3,130,25.6,1020.0784332204454,1
3,131,3.2,1409.2071360657446,0
3,132,25.6,967.7337490113584,1
3,133,12.8,1219.3729161489232,1
3,134,3.2,1453.4414487195422,1
3,135,25.6,954.9044378203787,1
3,136,3.2,1570.316716894058,1
3,137,6.4,1393.6195243683105,0
3,138,12.8,1189.7407297119382,1
3,139,25.6,1027.1262176422429,1
3,140,25.6,953.0178203990941,1
3,141,12.8,1240.2673340430056,1
3,142,3.2,1492.1046677892543,0
3,143,12.8,1200.8928252786832,0
3,144,6.4,1377.1019717228403,0
3,145,12.8,1233.3130154712233,1
3,146,3.2,1515.4801444854122,0
3,147,6.4,1354.192369089642,1
3,148,3.2,1575.8279018639503,1
3,149,25.6,1002.9906468810726,1
3,150,25.6,1097.2503379683687,1
3,151,6.4,1327.393655327884,1
3,152,12.8,1223.5766210858333,1
3,153,3.2,1398.6589853714195,1
3,154,12.8,1202.181873551638,1
3,155,6.4,1412.6143082937015,1
3,156,25.6,979.9421173373613,1
3,157,3.2,1494.8022118269016,1
3,158,3.2,1488.3563033955743,1
3,159,25.6,933.492736927305,1
3,160,6.4,1460.2521697010418,1
3,161,25.6,982.9757923135002,1
3,162,25.6,1029.0080094547368,0
3,163,25.6,960.076897371333,1
3,164,6.4,1472.488106847047,1
3,165,12.8,1142.211041402534,1
3,166,12.8,1259.8440008727466,1
3,167,3.2,1528.129874919712,1
3,168,6.4,1321.9403488053513,1
3,169,25.6,1043.2959134758828,1
3,170,12.8,1173.1183032746205,0
3,171,25.6,944.2468610137296,1
3,172,3.2,1415.8869433965187,1
3,173,3.2,1556.6058462456933,1
3,174,3.2,1551.9161963660304,1
3,175,12.8,1261.8632025132483,0
3,176,12.8,1185.7168469077378,0
3,177,6.4,1437.095176547322,1
3,178,12.8,1197.129724566435,1
3,179,6.4,1326.5312615775472,1
3,180,3.2,1533.91377417857,1
3,181,12.8,1190.9373558427649,1
3,182,25.6,1008.439825022608,1
3,183,3.2,1495.7220396039872,0
3,184,12.8,1281.2568294147864,1
3,185,3.2,1488.0529518974047,0
3,186,6.4,1393.5761536521609,1
3,187,25.6,1001.4919910398974,1
3,188,25.6,1093.2184946853047,1
3,189,12.8,1243.9797665227345,1
3,190,12.8,1218.8721659513794,1
3,191,25.6,995.9038998322764,1
3,192,6.4,1428.560729446866,1
3,193,6.4,1417.2491548888515,1
3,194,6.4,1388.5320109275413,1
3,195,25.6,1010.0059652718534,1
3,196,6.4,1403.8987003010627,0
3,197,25.6,1050.532962432753,1
3,198,6.4,1504.7784247534398,1
3,199,12.8,1223.979340712331,1
3,200,3.2,1534.6601235204214,1
4,1,3.2,1449.022640425094,1
4,2,3.2,1484.7058889150371,1
4,3,12.8,1151.9618730707398,1
4,4,25.6,915.2653044381395,1
4,5,3.2,1407.5950962517447,1
4,6,3.2,1378.65431313572,0
4,7,12.8,1224.0496956005293,1
4,8,6.4,1457.0280343016861,1
4,9,12.8,1248.4444200437113,1
4,10,25.6,947.9997872797427,1
4,11,25.6,983.3938494788202,1
4,12,25.6,1030.1067191730535,1
4,13,3.2,1504.4359830873475,1
4,14,3.2,1468.288419959245,1
4,15,3.2,1534.9734678407501,1
4,16,25.6,1070.7573311287676,1
4,17,25.6,1071.8142000413147,1
4,18,6.4,1370.1664782587775,1
4,19,6.4,1395.696582485819,1
4,20,12.8,1245.670848067196,1
4,21,6.4,1465.3754989260026,1
4,22,12.8,1229.9478112925763,1
4,23,12.8,1229.4402646585393,1
4,24,25.6,986.1282364495632,0
4,25,3.2,1541.6486413284556,1
4,26,25.6,991.0763366849552,1
4,27,12.8,1139.4995539110594,1
4,28,3.2,1421.2800479098341,0
4,29,12.8,1222.6396814193035,1
4,30,25.6,983.6849810335873,1
4,31,25.6,956.11867047333,1
4,32,6.4,1340.8448533055862,1
4,33,25.6,1016.6356714929041,1
4,34,3.2,1601.035076575777,1
4,35,6.4,1448.3058596933388,1
4,36,25.6,1020.9699628707531,1
4,37,25.6,953.1431140272264,1
4,38,3.2,1509.6033172812406,1
4,39,12.8,1161.124991497061,1
4,40,25.6,945.1707112882601,1
4,41,12.8,1238.2748801232663,1
4,42,25.6,887.1623121819956,1
4,43,12.8,1153.2771717514267,1
4,44,6.4,1280.7793020454617,1
4,45,12.8,1088.6862394032169,1
4,46,12.8,1107.965474020967,1
4,47,25.6,935.6546875835016,1
4,48,6.4,1425.8351951165773,0
4,49,3.2,1515.443854068442,1
4,50,25.6,1049.6485731700013,1
4,51,6.4,1393.1827667770494,1
4,52,25.6,1101.150140963193,1
4,53,3.2,1426.5687543236738,1
4,54,6.4,1494.374935010631,0
4,55,25.6,993.2084234294913,1
4,56,3.2,1520.1219342839292,1
4,57,3.2,1446.4608647732161,1
4,58,6.4,1457.5353033076906,1
4,59,6.4,1394.3141596627522,1
4,60,6.4,1410.5975201004499,1
4,61,3.2,1445.5463367495838,1
4,62,6.4,1459.7687349480732,1
4,63,6.4,1360.9562646902743,0
4,64,25.6,1013.7269929524201,1
4,65,12.8,1320.8414136724882,1
4,66,25.6,970.392900393155,1
4,67,12.8,1139.9529395323477,1
4,68,12.8,1224.2499873086947,1
4,69,12.8,1169.303747385802,1
4,70,6.4,1381.9974143220527,0
4,71,12.8,1225.8460284507335,1
4,72,25.6,966.2836360311937,1
4,73,6.4,1422.2280993104573,1
4,74,25.6,973.8596008754839,1
4,75,3.2,1486.4936203723043,1
4,76,25.6,1021.5345758841727,0
4,77,3.2,1553.0133678401905,0
4,78,12.8,1193.038646620359,1
4,79,25.6,1019.2994926223812,1
4,80,12.8,1161.1228329480255,1
4,81,25.6,902.5680882399242,1
4,82,25.6,1018.0843976468907,1
4,83,3.2,1545.9310531247286,1
4,84,25.6,968.6271943844557,1
4,85,6.4,1381.6103174769205,1
4,86,3.2,1534.2497242857003,1
4,87,25.6,1044.0666410929164,1
4,88,12.8,1242.7599621081636,1
4,89,6.4,1350.6078321322836,1
4,90,3.2,1488.7823557343509,1
4,91,6.4,1307.036372225873,1
4,92,12.8,1199.4772129128323,1
4,93,3.2,1479.665669528298,0
4,94,6.4,1351.136268935374,1
4,95,25.6,984.2749150990044,1
4,96,3.2,1530.787927719435,0
4,97,12.8,1293.2241794857828,0
4,98,25.6,953.1783905333116,1
4,99,6.4,1372.8244932657476,1
4,100,25.6,919.1443594965349,1
4,101,25.6,1029.2587035115232,1
4,102,25.6,1106.1796596436989,1
4,103,25.6,934.0381976325889,1
4,104,12.8,1189.0421065516432,1
4,105,12.8,1178.6589949218765,1
4,106,12.8,1144.4525737125168,1
4,107,3.2,1527.6077454429137,1
4,108,25.6,990.1285953709643,1
4,109,6.4,1340.0018482493733,1
4,110,25.6,952.2677800956926,1
4,111,12.8,1280.1258186315497,1
4,112,6.4,1372.678767555655,1
4,113,6.4,1391.3830963580626,1
4,114,6.4,1393.5027209192474,1
4,115,12.8,1208.5386881533855,1
4,116,6.4,1373.198857245568,1
4,117,12.8,1143.6955925505456,0
4,118,6.4,1398.0070978681922,1
4,119,25.6,981.1795167119335,1
4,120,12.8,1179.5673316240275,1
4,121,12.8,1177.9394846455973,1
4,122,12.8,1140.933561774013,1
4,123,3.2,1445.0117430863897,1
4,124,12.8,1163.9301308632446,1
4,125,6.4,1382.3493841018915,0
4,126,12.8,1124.651935143352,1
4,127,25.6,940.1965389303984,1
4,128,3.2,1523.49853260238,1
4,129,6.4,1427.4704159733005,1
4,130,3.2,1498.2940728569758,1
4,131,12.8,1236.3552638078481,1
4,132,3.2,1493.3052479700732,1
4,133,25.6,1010.0347899445756,1
4,134,12.8,1214.363115929761,0
4,135,6.4,1426.636015742461,1
4,136,6.4,1446.435271935472,1
4,137,3.2,1501.2124043372596,0
4,138,25.6,1033.3355307539946,1
4,139,12.8,1239.0812710272867,1
4,140,6.4,1444.1092564094918,1
4,141,12.8,1211.168758592516,0
4,142,25.6,1026.9965922759443,1
4,143,6.4,1441.895150133425,1
4,144,12.8,1195.9235923627712,1
4,145,3.2,1552.9209806409249,0
